,Unnamed: 0.1,Unnamed: 0,poster,title,certificate,runtime,genre,rating,about,director,stars,votes,gross_earn,clean about
50,50,50,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,one flew over the cuckoo's nest,15,133 min,['drama'],8.7,"A criminal pleads insanity and is admitted to a mental institution, where he rebels against the oppressive nurse and rallies up the scared patients.",milos forman,"('Jack Nicholson',), ('Louise Fletcher',), ('Michael Berryman',), ('Peter Brocco',)","9,94,171",$112.00M,"['criminal', 'pleads', 'insanity', 'admitted', 'mental', 'institution', 'rebels', 'oppressive', 'nurse', 'rallies', 'scared', 'patients']"
51,51,51,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,guardians of the galaxy,12A,121 min,"['action', 'adventure', 'comedy']",8.0,A group of intergalactic criminals must pull together to stop a fanatical warrior with plans to purge the universe.,james gunn,"('Chris Pratt',), ('Vin Diesel',), ('Bradley Cooper',), ('Zoe Saldana',)","11,57,753",$333.18M,"['group', 'intergalactic', 'criminals', 'must', 'pull', 'together', 'stop', 'fanatical', 'warrior', 'plans', 'purge', 'universe']"
52,52,52,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,the truman show,PG,103 min,"['comedy', 'drama']",8.2,An insurance salesman discovers his whole life is actually a reality TV show.,peter weir,"('Jim Carrey',), ('Ed Harris',), ('Laura Linney',), ('Noah Emmerich',)","10,56,090",$125.62M,"['insurance', 'salesman', 'discovers', 'whole', 'life', 'actually', 'reality', 'tv', 'show']"
53,53,53,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,eternal sunshine of the spotless mind,15,108 min,"['drama', 'romance', 'sci-fi']",8.3,"When their relationship turns sour, a couple undergoes a medical procedure to have each other erased from their memories.",michel gondry,"('Jim Carrey',), ('Kate Winslet',), ('Tom Wilkinson',), ('Gerry Robert Byrne',)","9,92,622",$34.40M,"['relationship', 'turns', 'sour', 'couple', 'undergoes', 'medical', 'procedure', 'erased', 'memories']"
54,54,54,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,up,U,96 min,"['animation', 'adventure', 'comedy']",8.3,"78-year-old Carl Fredricksen travels to Paradise Falls in his house equipped with balloons, inadvertently taking a young stowaway.",pete docter,"('Bob Peterson',), ('Edward Asner',), ('Jordan Nagai',), ('John Ratzenberger',)","10,28,031",$293.00M,"['78yearold', 'carl', 'fredricksen', 'travels', 'paradise', 'falls', 'house', 'equipped', 'balloons', 'inadvertently', 'taking', 'young', 'stowaway']"
55,55,55,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,reservoir dogs,18,99 min,"['crime', 'drama', 'thriller']",8.3,"When a simple jewelry heist goes horribly wrong, the surviving criminals begin to suspect that one of them is a police informant.",quentin tarantino,"('Harvey Keitel',), ('Tim Roth',), ('Michael Madsen',), ('Chris Penn',)","10,02,382",$2.83M,"['simple', 'jewelry', 'heist', 'goes', 'horribly', 'wrong', 'surviving', 'criminals', 'begin', 'suspect', 'one', 'police', 'informant']"
56,56,56,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,raiders of the lost ark,A,115 min,"['action', 'adventure']",8.4,"Archaeology professor Indiana Jones ventures to seize a biblical artefact known as the Ark of the Covenant. While doing so, he puts up a fight against Renee and a troop of Nazis.",steven spielberg,"('Harrison Ford',), ('Karen Allen',), ('Paul Freeman',), ('John Rhys-Davies',)","9,53,762",$248.16M,"['archaeology', 'professor', 'indiana', 'jones', 'ventures', 'seize', 'biblical', 'artefact', 'known', 'ark', 'covenant', 'puts', 'fight', 'renee', 'troop', 'nazis']"
57,57,57,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,sin city,18,124 min,"['crime', 'thriller']",8.0,"An exploration of the dark and miserable Basin City and three of its residents, all of whom are caught up in violent corruption.",frank miller,"('Quentin Tarantino',), ('Robert Rodriguez',), ('Mickey Rourke',), ('Clive Owen',)","7,64,668",$74.10M,"['exploration', 'dark', 'miserable', 'basin', 'city', 'three', 'residents', 'caught', 'violent', 'corruption']"
58,58,58,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,the lion king,U,88 min,"['animation', 'adventure', 'drama']",8.5,"Lion prince Simba and his father are targeted by his bitter uncle, who wants to ascend the throne himself.",roger allers,"('Rob Minkoff',), ('Matthew Broderick',), ('Jeremy Irons',), ('James Earl Jones',)","10,39,701",$422.78M,"['lion', 'prince', 'simba', 'father', 'targeted', 'bitter', 'uncle', 'wants', 'ascend', 'throne']"
59,59,59,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,slumdog millionaire,15,120 min,"['crime', 'drama', 'romance']",8.0,"A Mumbai teenager reflects on his life after being accused of cheating on the Indian version of ""Who Wants to be a Millionaire?"".",danny boyle,"('Loveleen Tandan',), ('Dev Patel',), ('Freida Pinto',), ('Saurabh Shukla',)","8,39,114",$141.32M,"['mumbai', 'teenager', 'reflects', 'life', 'accused', 'cheating', 'indian', 'version', 'wants', 'millionaire']"
60,60,60,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,the hobbit: an unexpected journey,12A,169 min,"['adventure', 'fantasy']",7.8,"A reluctant Hobbit, Bilbo Baggins, sets out to the Lonely Mountain with a spirited group of dwarves to reclaim their mountain home, and the gold within it from the dragon Smaug.",peter jackson,"('Martin Freeman',), ('Ian McKellen',), ('Richard Armitage',), ('Andy Serkis',)","8,11,320",$303.00M,"['reluctant', 'hobbit', 'bilbo', 'baggins', 'sets', 'lonely', 'mountain', 'spirited', 'group', 'dwarves', 'reclaim', 'mountain', 'home', 'gold', 'within', 'dragon', 'smaug']"
61,61,61,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,toy story,PG,81 min,"['animation', 'adventure', 'comedy']",8.3,A cowboy doll is profoundly threatened and jealous when a new spaceman action figure supplants him as top toy in a boy's bedroom.,john lasseter,"('Tom Hanks',), ('Tim Allen',), ('Don Rickles',), ('Jim Varney',)","9,78,664",$191.80M,"['cowboy', 'doll', 'profoundly', 'threatened', 'jealous', 'new', 'spaceman', 'action', 'figure', 'supplants', 'top', 'toy', 'boys', 'bedroom']"
62,62,62,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,jurassic park,PG,127 min,"['action', 'adventure', 'sci-fi']",8.2,A pragmatic paleontologist touring an almost complete theme park on an island in Central America is tasked with protecting a couple of kids after a power failure causes the park's cloned dinosaurs to run loose.,steven spielberg,"('Sam Neill',), ('Laura Dern',), ('Jeff Goldblum',), ('Richard Attenborough',)","9,73,121",$402.45M,"['pragmatic', 'paleontologist', 'touring', 'almost', 'complete', 'theme', 'park', 'island', 'central', 'america', 'tasked', 'protecting', 'couple', 'kids', 'power', 'failure', 'causes', 'parks', 'cloned', 'dinosaurs', 'run', 'loose']"
63,63,63,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,no country for old men,15,122 min,"['crime', 'drama', 'thriller']",8.2,Violence and mayhem ensue after a hunter stumbles upon a drug deal gone wrong and more than two million dollars in cash near the Rio Grande.,ethan coen,"('Joel Coen',), ('Tommy Lee Jones',), ('Javier Bardem',), ('Josh Brolin',)","9,54,931",$74.28M,"['violence', 'mayhem', 'ensue', 'hunter', 'stumbles', 'upon', 'drug', 'deal', 'gone', 'wrong', 'two', 'million', 'dollars', 'cash', 'near', 'rio', 'grande']"
64,64,64,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,a beautiful mind,12,135 min,"['biography', 'drama']",8.2,After,ron howard,"('Russell Crowe',), ('Ed Harris',), ('Jennifer Connelly',), ('Christopher Plummer',)","9,21,008",$170.74M,[]
65,65,65,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,the shining,15,146 min,"['drama', 'horror']",8.4,"A family heads to an isolated hotel for the winter where a sinister presence influences the father into violence, while his psychic son sees horrific forebodings from both past and future.",stanley kubrick,"('Jack Nicholson',), ('Shelley Duvall',), ('Danny Lloyd',), ('Scatman Crothers',)","10,00,391",$44.02M,"['family', 'heads', 'isolated', 'hotel', 'winter', 'sinister', 'presence', 'influences', 'father', 'violence', 'psychic', 'son', 'sees', 'horrific', 'forebodings', 'past', 'future']"
66,66,66,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,300,15,117 min,"['action', 'drama']",7.6,King Leonidas of Sparta and a force of 300 men fight the Persians at Thermopylae in 480 B.C.,zack snyder,"('Gerard Butler',), ('Lena Headey',), ('David Wenham',), ('Dominic West',)","8,11,856",$210.61M,"['king', 'leonidas', 'sparta', 'force', '300', 'men', 'fight', 'persians', 'thermopylae', '480', 'bc']"
67,67,67,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,good will hunting,15,126 min,"['drama', 'romance']",8.3,"Will Hunting, a janitor at M.I.T., has a gift for mathematics, but needs help from a psychologist to find direction in his life.",gus van sant,"('Robin Williams',), ('Matt Damon',), ('Ben Affleck',), ('Stellan Skarsgård',)","9,50,568",$138.43M,"['hunting', 'janitor', 'mit', 'gift', 'mathematics', 'needs', 'help', 'psychologist', 'find', 'direction', 'life']"
68,68,68,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,snatch,18,104 min,"['comedy', 'crime']",8.3,"Unscrupulous boxing promoters, violent bookmakers, a Russian gangster, incompetent amateur robbers and supposedly Jewish jewelers fight to track down a priceless stolen diamond.",guy ritchie,"('Jason Statham',), ('Brad Pitt',), ('Stephen Graham',), ('Vinnie Jones',)","8,45,236",$30.33M,"['unscrupulous', 'boxing', 'promoters', 'violent', 'bookmakers', 'russian', 'gangster', 'incompetent', 'amateur', 'robbers', 'supposedly', 'jewish', 'jewelers', 'fight', 'track', 'priceless', 'stolen', 'diamond']"
69,69,69,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,the terminator,18,107 min,"['action', 'sci-fi']",8.1,"A human soldier is sent from 2029 to 1984 to stop an almost indestructible cyborg killing machine, sent from the same year, which has been programmed to execute a young woman whose unborn son is the key to humanity's future salvation.",james cameron,"('Arnold Schwarzenegger',), ('Linda Hamilton',), ('Michael Biehn',), ('Paul Winfield',)","8,53,011",$38.40M,"['human', 'soldier', 'sent', '2029', '1984', 'stop', 'almost', 'indestructible', 'cyborg', 'killing', 'machine', 'sent', 'year', 'programmed', 'execute', 'young', 'woman', 'whose', 'unborn', 'son', 'key', 'humanitys', 'future', 'salvation']"
70,70,70,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,die hard,18,132 min,"['action', 'thriller']",8.2,An NYPD officer tries to save his wife and several others taken hostage by German terrorists during a Christmas party at the Nakatomi Plaza in Los Angeles.,john mctiernan,"('Bruce Willis',), ('Alan Rickman',), ('Bonnie Bedelia',), ('Reginald VelJohnson',)","8,65,629",$83.01M,"['nypd', 'officer', 'tries', 'save', 'wife', 'several', 'others', 'taken', 'hostage', 'german', 'terrorists', 'christmas', 'party', 'nakatomi', 'plaza', 'los', 'angeles']"
71,71,71,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,"monsters, inc.",U,92 min,"['animation', 'adventure', 'comedy']",8.1,"In order to power the city, monsters have to scare children so that they scream. However, the children are toxic to the monsters, and after a child gets through, two monsters realize things may not be what they think.",pete docter,"('David Silverman',), ('Lee Unkrich',), ('Billy Crystal',), ('John Goodman',)","8,95,813",$289.92M,"['order', 'power', 'city', 'monsters', 'scare', 'children', 'scream', 'however', 'children', 'toxic', 'monsters', 'child', 'gets', 'two', 'monsters', 'realize', 'things', 'may', 'think']"
72,72,72,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,the hangover,15,100 min,['comedy'],7.7,"Three buddies wake up from a bachelor party in Las Vegas, with no memory of the previous night and the bachelor missing. They make their way around the city in order to find their friend before his wedding.",todd phillips,"('Zach Galifianakis',), ('Bradley Cooper',), ('Justin Bartha',), ('Ed Helms',)","7,75,812",$277.32M,"['three', 'buddies', 'wake', 'bachelor', 'party', 'las', 'vegas', 'memory', 'previous', 'night', 'bachelor', 'missing', 'make', 'way', 'around', 'city', 'order', 'find', 'friend', 'wedding']"
73,73,73,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,gravity,12A,91 min,"['sci-fi', 'thriller']",7.7,Two astronauts work together to survive after an accident leaves them stranded in space.,alfonso cuarón,"('Sandra Bullock',), ('George Clooney',), ('Ed Harris',), ('Orto Ignatiussen',)","8,18,384",$274.09M,"['two', 'astronauts', 'work', 'together', 'survive', 'accident', 'leaves', 'stranded', 'space']"
74,74,74,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,donnie darko,15,113 min,"['drama', 'mystery', 'sci-fi']",8.0,"After narrowly escaping a bizarre accident, a troubled teenager is plagued by visions of a man in a large rabbit suit who manipulates him to commit a series of crimes.",richard kelly,"('Jake Gyllenhaal',), ('Jena Malone',), ('Mary McDonnell',), ('Holmes Osborne',)","7,91,646",$1.48M,"['narrowly', 'escaping', 'bizarre', 'accident', 'troubled', 'teenager', 'plagued', 'visions', 'man', 'large', 'rabbit', 'suit', 'manipulates', 'commit', 'series', 'crimes']"
75,75,75,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,requiem for a dream,18,102 min,['drama'],8.3,The drug-induced utopias of four Coney Island people are shattered when their addictions run deep.,darren aronofsky,"('Ellen Burstyn',), ('Jared Leto',), ('Jennifer Connelly',), ('Marlon Wayans',)","8,30,490",$3.64M,"['druginduced', 'utopias', 'four', 'coney', 'island', 'people', 'shattered', 'addictions', 'run', 'deep']"
76,76,76,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,gone girl,18,149 min,"['drama', 'mystery', 'thriller']",8.1,"With his wife's disappearance having become the focus of an intense media circus, a man sees the spotlight turned on him when it's suspected that he may not be innocent.",david fincher,"('Ben Affleck',), ('Rosamund Pike',), ('Neil Patrick Harris',), ('Tyler Perry',)","9,65,733",$167.77M,"['wifes', 'disappearance', 'become', 'focus', 'intense', 'media', 'circus', 'man', 'sees', 'spotlight', 'turned', 'suspected', 'may', 'innocent']"
77,77,77,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,alien,X,117 min,"['horror', 'sci-fi']",8.5,The crew of a commercial spacecraft encounter a deadly lifeform after investigating an unknown transmission.,ridley scott,"('Sigourney Weaver',), ('Tom Skerritt',), ('John Hurt',), ('Veronica Cartwright',)","8,66,157",$78.90M,"['crew', 'commercial', 'spacecraft', 'encounter', 'deadly', 'lifeform', 'investigating', 'unknown', 'transmission']"
78,78,78,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,star wars: episode vii - the force awakens,12A,138 min,"['action', 'adventure', 'sci-fi']",7.8,"As a new threat to the galaxy rises, Rey, a desert scavenger, and Finn, an ex-stormtrooper, must join Han Solo and Chewbacca to search for the one hope of restoring peace.",j.j. abrams,"('Daisy Ridley',), ('John Boyega',), ('Oscar Isaac',), ('Domhnall Gleeson',)","9,19,840",$936.66M,"['new', 'threat', 'galaxy', 'rises', 'rey', 'desert', 'scavenger', 'finn', 'exstormtrooper', 'must', 'join', 'han', 'solo', 'chewbacca', 'search', 'one', 'hope', 'restoring', 'peace']"
79,79,79,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,gran torino,15,116 min,['drama'],8.1,"Disgruntled Korean War veteran Walt Kowalski sets out to reform his neighbor, Thao Lor, a Hmong teenager who tried to steal Kowalski's prized possession: a 1972 Gran Torino.",clint eastwood,"('Clint Eastwood',), ('Bee Vang',), ('Christopher Carley',), ('Ahney Her',)","7,68,600",$148.10M,"['disgruntled', 'korean', 'war', 'veteran', 'walt', 'kowalski', 'sets', 'reform', 'neighbor', 'thao', 'lor', 'hmong', 'teenager', 'tried', 'steal', 'kowalskis', 'prized', 'possession', '1972', 'gran', 'torino']"
80,80,80,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,a clockwork orange,X,136 min,"['crime', 'sci-fi']",8.3,"In the future, a sadistic gang leader is imprisoned and volunteers for a conduct-aversion experiment, but it doesn't go as planned.",stanley kubrick,"('Malcolm McDowell',), ('Patrick Magee',), ('Michael Bates',), ('Warren Clarke',)","8,18,737",$6.21M,"['future', 'sadistic', 'gang', 'leader', 'imprisoned', 'volunteers', 'conductaversion', 'experiment', 'doesnt', 'go', 'planned']"
81,81,81,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,iron man 3,12A,130 min,"['action', 'adventure', 'sci-fi']",7.1,"When Tony Stark's world is torn apart by a formidable terrorist called the Mandarin, he starts an odyssey of rebuilding and retribution.",shane black,"('Robert Downey Jr.',), ('Guy Pearce',), ('Gwyneth Paltrow',), ('Don Cheadle',)","8,37,520",$409.01M,"['tony', 'starks', 'world', 'torn', 'apart', 'formidable', 'terrorist', 'called', 'mandarin', 'starts', 'odyssey', 'rebuilding', 'retribution']"
